"ANO_CMPT","MES_CMPT","CNES","Name_CNES","num_dias_perman_hosp","num_motivos_saida_hosp","num_dias_perman_clinica","num_motivos_saida_clinica","num_dias_perman_cirurgica","num_motivos_saida_cirurgica","num_partos_cesareos","num_partos_total","N_dias_em_UTI","N_CIRURGIAS_APRE","N_Internacoes_H","N_leitos_UTI","N_leitos_hosp_sem_leitos_hosp_dia"
"2022","05","3654826","Hospital de Doenças Tropicais (HDT-UFT)",759,94,759,94,0,0,0,0,0,0,94,NA,48
"2022","05","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1409,474,885,229,524,245,121,240,0,249,484,5,62
"2022","05","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6982,877,4716,421,2265,453,51,97,985,556,1005,30,254
"2022","05","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",867,204,848,176,19,28,0,0,0,28,204,20,64
"2022","05","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3871,743,2266,395,1605,347,0,0,333,681,800,41,170
"2022","05","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3437,369,2893,301,540,67,0,0,282,120,394,10,87
"2022","06","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",4950,815,3758,454,1170,356,103,161,304,467,935,20,353
"2022","06","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2641,332,2106,163,531,162,0,0,268,271,343,10,132
"2022","06","0003816","HU Professor Edgard Santos (Hupes-UFBA)",4972,464,4477,316,450,142,0,0,554,212,557,30,272
"2022","06","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1262,211,939,99,323,112,40,104,163,127,300,10,81
"2022","06","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6789,943,4214,516,2575,425,118,246,865,528,992,29,203
"2022","06","0010510","HU da Universidade de Brasília (HUB-UnB)",4699,855,3513,456,1039,333,51,127,610,1468,966,29,222
"2022","06","0012505","HU Antônio Pedro (HUAP-UFF)",3208,435,2074,201,1114,231,17,25,701,303,471,34,242
"2022","06","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",10924,1400,8423,840,1772,471,56,151,1649,731,1721,79,435
"2022","06","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4345,633,3216,320,1129,310,73,127,729,383,726,45,263
"2022","06","2017644","HU Getúlio Vargas (HUGV-UFAM)",1156,231,622,78,534,153,0,0,158,193,236,30,154
"2022","06","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",12826,1622,7148,727,5555,881,96,165,1031,1301,1770,68,462
"2022","06","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",3236,475,1060,175,2100,293,6,16,612,452,560,49,280
"2022","06","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2574,450,1852,183,704,263,0,0,150,471,553,14,117
"2022","06","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",10920,1331,6778,771,3887,544,156,264,1270,2215,1429,40,370
"2022","06","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",2157,270,1346,144,811,126,38,80,170,194,306,15,162
"2022","06","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2084,584,1123,138,919,419,17,43,135,482,612,22,218
"2022","06","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4157,268,3267,153,890,115,0,0,222,162,326,27,230
"2022","06","2338424","HC da Universidade Federal de Goiás (HC-UFG)",3918,824,2017,366,1901,458,38,49,405,518,839,23,276
"2022","06","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",9400,1557,6194,912,2874,600,134,384,1467,1029,1843,58,362
"2022","06","2400243","HU Lauro Wanderley (HULW-UFPB)",3823,661,2617,373,1206,288,94,177,595,356,697,30,186
"2022","06","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3715,676,2455,354,1260,322,198,309,732,376,751,26,139
"2022","06","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",5958,915,4615,531,1343,384,240,376,638,443,963,28,254
"2022","06","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",526,115,400,69,126,46,0,0,0,98,116,NA,43
"2022","06","2561492","HU Walter Cantídio (HUWC-UFC)",5024,573,3128,232,974,247,0,0,344,466,895,15,193
"2022","06","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4524,486,2778,191,1527,276,0,0,684,404,569,24,237
"2022","06","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1416,250,811,95,605,155,39,46,271,178,253,18,105
"2022","06","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",3218,357,2835,220,383,137,0,0,447,178,402,19,165
"2022","06","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",53,108,0,0,53,104,0,0,0,130,108,NA,21
"2022","06","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",4124,586,3032,337,1086,248,76,159,483,256,586,26,194
"2022","06","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",5527,784,4200,464,1315,319,148,327,1225,367,832,42,169
"2022","06","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",8872,1405,4866,593,3811,796,179,317,1231,932,1518,55,458
"2022","06","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",4686,882,3038,597,1619,282,79,196,410,433,961,22,240
"2022","06","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",5036,428,2545,142,2485,285,0,0,360,631,507,25,198
"2022","06","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1214,123,1211,120,3,3,0,0,0,3,123,NA,48
"2022","06","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",922,254,634,116,288,138,66,117,0,157,274,5,62
"2022","06","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6438,870,3870,413,2538,446,65,96,650,590,988,30,254
"2022","06","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1249,380,1136,233,113,147,0,0,0,147,380,10,70
"2022","06","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3624,643,886,270,2738,373,0,0,192,809,750,21,150
"2022","06","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2455,337,2138,268,308,68,0,0,205,87,357,10,87
"2022","07","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",7034,973,5418,579,1480,378,133,230,400,560,1175,20,353
"2022","07","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2360,396,1684,168,666,213,0,0,188,377,411,10,132
"2022","07","0003816","HU Professor Edgard Santos (Hupes-UFBA)",5969,667,4805,344,931,292,0,0,576,445,830,30,272
"2022","07","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1414,216,1108,94,306,122,46,119,270,135,320,10,81
"2022","07","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5826,852,3589,483,2236,368,70,150,841,479,912,29,203
"2022","07","0010510","HU da Universidade de Brasília (HUB-UnB)",4370,747,3396,409,918,328,39,113,458,1170,849,29,220
"2022","07","0012505","HU Antônio Pedro (HUAP-UFF)",3087,396,2043,212,1025,181,26,35,650,269,445,34,242
"2022","07","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",7780,944,5383,530,1706,356,40,101,1305,562,1266,79,435
"2022","07","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4104,685,2926,332,1178,349,78,132,337,436,803,45,263
"2022","07","2017644","HU Getúlio Vargas (HUGV-UFAM)",1404,235,738,69,655,164,0,0,175,207,240,30,154
"2022","07","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",15418,2090,8918,929,6243,1136,188,327,1352,1633,2265,68,462
"2022","07","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",9558,1399,6262,744,3249,650,82,220,1337,873,1510,49,280
"2022","07","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2260,285,1503,99,605,177,0,0,239,359,361,14,117
"2022","07","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",9299,1180,5535,660,3547,501,112,196,785,1809,1268,40,370
"2022","07","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3514,411,2779,269,720,141,49,103,276,188,469,15,162
"2022","07","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2722,572,1779,180,913,363,21,66,356,547,604,22,218
"2022","07","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4145,299,2812,157,1333,142,0,0,307,253,370,17,220
"2022","07","2338424","HC da Universidade Federal de Goiás (HC-UFG)",5444,910,3370,459,2074,451,48,64,562,503,922,23,276
"2022","07","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10167,1530,6741,946,2948,545,107,289,1638,1054,1827,58,362
"2022","07","2400243","HU Lauro Wanderley (HULW-UFPB)",4544,662,3313,395,1231,267,73,144,524,421,694,30,186
"2022","07","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3896,766,2584,389,1312,377,230,341,773,433,849,26,139
"2022","07","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",5352,874,3863,495,1489,379,236,368,823,449,909,28,254
"2022","07","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",763,130,670,93,93,37,0,0,0,71,130,NA,49
"2022","07","2561492","HU Walter Cantídio (HUWC-UFC)",4990,539,3188,220,1044,235,0,0,474,556,944,15,193
"2022","07","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4510,552,2761,205,1363,310,0,0,726,424,631,24,237
"2022","07","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1791,273,1206,124,585,149,28,41,285,164,279,18,105
"2022","07","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",3744,419,3241,239,503,180,0,0,477,235,459,19,165
"2022","07","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",45,106,0,0,43,100,0,0,0,126,106,NA,21
"2022","07","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3655,469,2786,264,860,203,63,132,709,211,470,26,196
"2022","07","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4642,684,3375,393,1221,290,115,263,994,320,718,34,161
"2022","07","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",9222,1384,5474,563,3589,808,157,269,1066,943,1485,55,458
"2022","07","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",4890,893,2902,557,1878,332,59,176,503,526,1014,22,240
"2022","07","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4224,387,2142,133,2082,254,0,0,420,491,454,25,198
"2022","07","3654826","Hospital de Doenças Tropicais (HDT-UFT)",892,95,865,90,27,5,0,0,0,8,102,NA,48
"2022","07","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1082,294,741,144,341,150,86,158,0,171,300,5,62
"2022","07","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6136,846,4028,351,2102,487,29,58,654,617,995,30,244
"2022","07","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1036,280,997,232,39,48,0,0,14,49,280,10,70
"2022","07","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3636,732,1158,401,2476,331,0,0,445,831,805,21,150
"2022","07","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3351,353,2797,271,554,82,0,0,364,127,393,10,87
"2022","08","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",4807,896,3352,474,1405,415,122,194,315,616,998,20,353
"2022","08","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",3023,517,2306,238,711,271,0,0,284,473,533,10,132
"2022","08","0003816","HU Professor Edgard Santos (Hupes-UFBA)",9317,941,7951,519,1241,395,0,0,991,596,1138,30,272
"2022","08","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",2305,443,1491,184,814,259,142,286,281,283,569,10,81
"2022","08","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6068,949,3456,509,2604,438,116,211,693,546,1022,29,203
"2022","08","0010510","HU da Universidade de Brasília (HUB-UnB)",4644,774,3455,413,1058,323,39,125,634,1111,879,29,220
"2022","08","0012505","HU Antônio Pedro (HUAP-UFF)",5005,552,3059,271,1877,276,21,23,1157,422,637,34,242
"2022","08","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",15309,2031,12270,1234,2148,669,65,170,2072,1041,2430,79,435
"2022","08","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4858,754,3442,337,1415,416,130,174,545,487,863,45,263
"2022","08","2017644","HU Getúlio Vargas (HUGV-UFAM)",1397,308,601,78,796,230,0,0,113,278,313,30,154
"2022","08","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",13799,2151,6817,895,6698,1232,176,279,1366,1692,2303,76,470
"2022","08","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",2629,456,964,163,1606,290,9,23,526,419,507,49,280
"2022","08","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2055,313,1299,118,695,191,0,0,194,379,402,9,137
"2022","08","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",10273,1365,6385,782,3660,567,90,173,1213,1882,1454,40,370
"2022","08","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",4377,503,3304,300,1073,203,65,140,486,296,598,15,162
"2022","08","2295415","HU Gaffree e Guinle (HUGG-Unirio)",3076,579,2036,224,1015,330,38,84,475,443,611,22,218
"2022","08","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4012,230,3124,149,888,81,0,0,208,118,279,17,220
"2022","08","2338424","HC da Universidade Federal de Goiás (HC-UFG)",5237,818,3023,400,2162,415,39,51,732,525,841,23,276
"2022","08","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10505,1557,6990,904,2999,607,122,298,1901,1121,1919,58,402
"2022","08","2400243","HU Lauro Wanderley (HULW-UFPB)",3888,632,2630,338,1257,293,85,145,483,428,669,30,186
"2022","08","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",4112,735,2711,365,1401,370,219,327,757,426,807,26,139
"2022","08","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4967,856,3664,493,1303,363,222,336,965,407,887,28,254
"2022","08","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",864,204,649,109,215,95,0,0,0,139,206,NA,49
"2022","08","2561492","HU Walter Cantídio (HUWC-UFC)",4431,551,2785,236,947,232,0,0,304,475,829,15,197
"2022","08","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",3987,403,2332,165,1510,226,0,0,539,349,485,24,237
"2022","08","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1650,219,1050,90,600,129,29,34,355,147,224,18,105
"2022","08","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",3673,466,3105,227,567,238,0,0,470,264,522,19,165
"2022","08","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",72,117,12,2,59,108,0,0,0,126,117,NA,21
"2022","08","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3654,518,2716,315,936,200,50,125,278,228,518,26,196
"2022","08","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4710,728,3515,456,1195,272,125,282,1042,313,755,34,161
"2022","08","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",10163,1449,5795,627,4194,812,166,289,1280,953,1580,55,468
"2022","08","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",4388,897,2465,535,1804,356,58,174,401,592,1012,22,240
"2022","08","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",3789,369,1860,102,1929,267,0,0,376,537,449,25,198
"2022","08","3654826","Hospital de Doenças Tropicais (HDT-UFT)",800,97,763,90,37,7,0,0,0,12,103,NA,48
"2022","08","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1101,338,771,190,330,148,78,183,0,174,350,5,62
"2022","08","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",5386,731,3385,306,1997,420,42,75,550,557,877,30,244
"2022","08","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",950,283,918,238,32,45,0,0,16,46,283,10,70
"2022","08","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3968,729,2074,458,1893,271,0,0,269,566,804,21,150
"2022","08","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2813,335,2392,256,421,79,0,0,241,99,348,10,87
"2022","09","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",6705,1061,4946,554,1750,505,84,138,647,808,1224,20,353
"2022","09","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2771,547,1928,223,828,308,0,0,286,421,555,10,132
"2022","09","0003816","HU Professor Edgard Santos (Hupes-UFBA)",6175,621,4749,288,1335,314,0,0,914,523,808,30,272
"2022","09","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",2181,397,1496,156,685,241,109,222,246,259,529,10,81
"2022","09","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5196,747,3160,440,2009,303,48,107,648,403,823,29,203
"2022","09","0010510","HU da Universidade de Brasília (HUB-UnB)",3743,650,2857,327,778,300,39,90,439,1050,724,29,220
"2022","09","0012505","HU Antônio Pedro (HUAP-UFF)",3618,437,2344,249,1269,186,13,21,517,263,484,34,242
"2022","09","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",9104,1137,6885,673,1636,389,66,137,1430,616,1420,79,435
"2022","09","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",3835,532,2640,260,1195,270,115,151,456,314,612,45,263
"2022","09","2017644","HU Getúlio Vargas (HUGV-UFAM)",1231,240,630,73,601,167,0,0,69,190,243,30,154
"2022","09","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",13136,1797,7332,721,5586,1060,146,235,1381,1529,1997,76,480
"2022","09","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6211,997,3532,477,2656,514,55,121,1074,704,1073,49,280
"2022","09","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",1960,270,1334,109,622,161,0,0,217,345,347,9,137
"2022","09","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",11933,1637,8036,1065,3692,558,105,197,1204,1938,1708,40,370
"2022","09","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3611,367,2575,217,1032,149,47,86,328,220,425,15,162
"2022","09","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2193,465,1313,151,827,291,25,59,160,385,506,22,218
"2022","09","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4542,317,3628,208,914,109,0,0,196,222,376,17,220
"2022","09","2338424","HC da Universidade Federal de Goiás (HC-UFG)",5163,888,2630,460,2471,424,47,62,653,565,922,23,276
"2022","09","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",9421,1562,6204,914,3015,617,94,287,1582,1231,1918,58,402
"2022","09","2400243","HU Lauro Wanderley (HULW-UFPB)",3614,628,2283,345,1329,282,77,135,467,542,667,30,186
"2022","09","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3980,747,2628,371,1352,376,202,308,849,433,825,26,139
"2022","09","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4220,761,2942,423,1278,338,195,294,694,371,799,28,254
"2022","09","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",846,189,648,109,198,80,0,0,0,152,189,NA,49
"2022","09","2561492","HU Walter Cantídio (HUWC-UFC)",2813,439,1557,154,875,232,0,0,151,414,596,15,197
"2022","09","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",5004,604,3318,313,1531,282,1,1,466,408,687,24,237
"2022","09","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2011,284,1066,120,945,164,42,55,474,185,290,18,105
"2022","09","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2268,334,1838,149,428,184,0,0,222,218,357,19,165
"2022","09","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",69,125,7,1,61,120,0,0,0,159,125,NA,21
"2022","09","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",4168,663,3004,367,1163,295,84,160,487,313,664,26,196
"2022","09","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4019,667,2956,407,1063,260,116,270,768,305,700,34,161
"2022","09","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",9630,1402,5719,591,3734,800,154,293,1210,923,1507,55,460
"2022","09","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",4488,889,2713,521,1697,359,75,187,450,596,991,22,240
"2022","09","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",3814,302,2138,122,1674,179,0,0,288,393,358,25,198
"2022","09","3654826","Hospital de Doenças Tropicais (HDT-UFT)",722,88,722,88,0,0,0,0,0,0,88,NA,48
"2022","09","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1169,323,822,165,347,158,86,172,0,166,328,5,62
"2022","09","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",5377,802,3435,331,1942,462,53,98,454,562,898,30,244
"2022","09","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1428,287,1402,269,26,18,0,0,47,18,287,10,70
"2022","09","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3574,733,1883,444,1690,289,0,0,137,566,789,21,150
"2022","09","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2373,289,1954,208,419,81,0,0,208,98,302,10,92
"2022","10","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",6546,1013,4596,531,1887,475,146,223,483,912,1179,20,353
"2022","10","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2018,317,1636,141,343,164,0,0,129,238,324,10,132
"2022","10","0003816","HU Professor Edgard Santos (Hupes-UFBA)",7705,620,6915,441,739,173,0,0,577,299,787,30,272
"2022","10","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1924,298,1350,135,574,163,62,126,330,175,388,10,81
"2022","10","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5949,757,3665,449,2284,308,46,94,1152,402,828,29,203
"2022","10","0010510","HU da Universidade de Brasília (HUB-UnB)",4398,789,3116,432,1171,341,54,108,566,1431,869,29,220
"2022","10","0012505","HU Antônio Pedro (HUAP-UFF)",3704,479,2088,223,1603,254,20,28,827,324,504,34,242
"2022","10","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",8176,1018,6228,581,1323,370,49,117,1253,578,1323,79,435
"2022","10","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",3299,502,2366,267,933,235,98,150,346,262,570,45,263
"2022","10","2017644","HU Getúlio Vargas (HUGV-UFAM)",964,174,474,43,479,128,0,0,111,164,184,30,154
"2022","10","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",13281,1580,7052,645,6030,917,114,182,1225,1364,1812,76,480
"2022","10","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",7099,1043,4345,515,2709,525,48,121,881,661,1103,49,280
"2022","10","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",1709,368,860,89,815,276,0,0,87,489,436,9,137
"2022","10","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",10270,1439,6827,804,3303,627,179,332,1072,2061,1555,40,370
"2022","10","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3519,333,2569,220,950,113,42,89,390,184,387,15,162
"2022","10","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2687,366,1849,157,817,190,6,12,189,226,400,22,218
"2022","10","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4430,285,3266,164,1164,121,0,0,309,199,332,17,220
"2022","10","2338424","HC da Universidade Federal de Goiás (HC-UFG)",3814,672,2274,338,1533,332,34,49,484,379,685,23,276
"2022","10","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10058,1589,6619,959,2894,580,106,300,1721,987,1921,58,406
"2022","10","2400243","HU Lauro Wanderley (HULW-UFPB)",4293,645,2707,322,1568,322,103,165,446,440,690,30,186
"2022","10","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",4016,640,2815,328,1201,312,181,278,789,358,709,26,139
"2022","10","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4646,829,3292,452,1354,377,215,322,754,476,867,28,254
"2022","10","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",663,170,455,83,208,87,0,0,0,152,171,NA,49
"2022","10","2561492","HU Walter Cantídio (HUWC-UFC)",4139,456,2703,184,827,202,0,0,264,395,639,15,197
"2022","10","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",5179,784,3107,364,1523,364,0,0,600,498,852,24,237
"2022","10","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2041,280,1319,118,722,162,23,39,316,184,285,18,105
"2022","10","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2699,362,2259,180,437,181,0,0,368,244,394,19,165
"2022","10","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",53,113,0,0,50,104,0,0,0,125,113,NA,21
"2022","10","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",4304,434,3244,245,1060,189,68,118,945,204,434,26,196
"2022","10","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",3295,651,2143,345,1142,305,143,281,561,344,680,34,168
"2022","10","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",9324,1434,5654,619,3420,802,188,314,1181,910,1519,55,450
"2022","10","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",5026,797,3152,503,1740,286,39,92,575,516,889,22,240
"2022","10","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",3302,275,1844,101,1453,173,0,0,425,367,331,25,198
"2022","10","3654826","Hospital de Doenças Tropicais (HDT-UFT)",681,75,671,70,10,5,0,0,0,7,76,NA,48
"2022","10","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",784,208,437,75,347,133,75,118,0,153,209,5,62
"2022","10","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",6732,841,4355,393,2348,429,28,46,873,592,994,30,244
"2022","10","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1537,389,1497,324,40,65,0,0,153,69,389,10,70
"2022","10","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3820,662,1198,254,2621,408,0,0,294,752,754,21,150
"2022","10","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3074,322,2760,268,314,54,0,0,360,69,337,10,92
"2022","11","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",5863,929,4091,470,1669,442,105,153,409,851,1065,20,353
"2022","11","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2362,483,1670,213,677,255,0,0,208,418,501,10,132
"2022","11","0003816","HU Professor Edgard Santos (Hupes-UFBA)",6634,791,5168,420,1394,362,0,0,739,556,975,30,272
"2022","11","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1513,244,1070,118,443,126,59,117,251,138,316,10,81
"2022","11","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6159,780,3150,417,2986,359,55,104,1034,493,857,29,224
"2022","11","0010510","HU da Universidade de Brasília (HUB-UnB)",4731,845,3752,525,833,290,51,138,421,1035,945,29,220
"2022","11","0012505","HU Antônio Pedro (HUAP-UFF)",3344,366,2092,188,1215,175,25,31,702,257,412,34,242
"2022","11","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",8296,1209,6215,607,1560,531,59,134,1322,759,1481,79,435
"2022","11","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",3960,691,2908,334,1051,354,91,156,414,409,781,41,259
"2022","11","2017644","HU Getúlio Vargas (HUGV-UFAM)",989,220,550,80,439,140,0,0,74,160,221,30,154
