"ANO_CMPT","MES_CMPT","CODUFMUN","CNES","TP_LEITO","CODLEITO","QT_EXIST"
"2022","02","230440","2481286","Clínico","33",2
"2022","02","230440","2481286","Obstétrico","10",30
"2022","02","230440","2481286","Clínico","41",56
"2022","02","230440","2481286","Complementar","75",7
"2022","02","230440","2481286","Complementar","81",21
"2022","02","230440","2481286","Complementar","92",30
"2022","02","230440","2481286","Complementar","93",5
"2022","02","230440","2481286","Cirúrgico","03",3
"2022","02","230440","2481286","Pediátrico","45",6
"2022","02","230440","2561492","Cirúrgico","03",6
"2022","02","230440","2561492","Cirúrgico","01",6
"2022","02","230440","2561492","Cirúrgico","02",4
"2022","02","230440","2561492","Cirúrgico","13",4
"2022","02","230440","2561492","Cirúrgico","14",5
"2022","02","230440","2561492","Cirúrgico","08",4
"2022","02","230440","2561492","Cirúrgico","05",13
"2022","02","230440","2561492","Pediátrico","68",5
"2022","02","230440","2561492","Complementar","75",7
"2022","02","230440","2561492","Complementar","76",8
"2022","02","230440","2561492","Clínico","35",1
"2022","02","230440","2561492","Clínico","36",2
"2022","02","230440","2561492","Clínico","38",17
"2022","02","230440","2561492","Clínico","40",7
"2022","02","230440","2561492","Clínico","42",5
"2022","02","230440","2561492","Pediátrico","45",15
"2022","02","230440","2561492","Clínico","46",5
"2022","02","230440","2561492","Outras Especialidades","47",2
"2022","02","230440","2561492","Cirúrgico","67",20
"2022","02","230440","2561492","Cirúrgico","15",3
"2022","02","230440","2561492","Cirúrgico","16",1
"2022","02","230440","2561492","Clínico","32",16
"2022","02","230440","2561492","Clínico","33",15
"2022","02","230440","2561492","Outras Especialidades","34",20
"2022","02","230440","2561492","Cirúrgico","12",2
"2021","12","230440","2481286","Complementar","66",2
"2021","12","230440","2481286","Pediátrico","45",6
"2021","12","230440","2481286","Obstétrico","43",74
"2021","12","230440","2481286","Complementar","93",5
"2021","12","230440","2481286","Complementar","92",30
"2021","12","230440","2481286","Complementar","81",21
"2021","12","230440","2481286","Clínico","33",2
"2021","12","230440","2481286","Clínico","41",56
"2021","12","230440","2481286","Cirúrgico","03",3
"2021","12","230440","2481286","Cirúrgico","06",18
"2021","12","230440","2481286","Obstétrico","10",30
"2021","12","230440","2481286","Complementar","75",7
"2021","12","230440","2561492","Clínico","36",2
"2021","12","230440","2561492","Clínico","38",17
"2021","12","230440","2561492","Clínico","40",7
"2021","12","230440","2561492","Clínico","42",5
"2021","12","230440","2561492","Pediátrico","45",15
"2021","12","230440","2561492","Cirúrgico","08",4
"2021","12","230440","2561492","Cirúrgico","05",13
"2021","12","230440","2561492","Cirúrgico","12",2
"2021","12","230440","2561492","Cirúrgico","13",4
"2021","12","230440","2561492","Cirúrgico","14",5
"2021","12","230440","2561492","Clínico","46",5
"2021","12","230440","2561492","Outras Especialidades","47",2
"2021","12","230440","2561492","Cirúrgico","67",20
"2021","12","230440","2561492","Cirúrgico","15",3
"2021","12","230440","2561492","Cirúrgico","16",1
"2021","12","230440","2561492","Clínico","32",16
"2021","12","230440","2561492","Clínico","33",15
"2021","12","230440","2561492","Outras Especialidades","34",20
"2021","12","230440","2561492","Pediátrico","68",5
"2021","12","230440","2561492","Complementar","75",7
"2021","12","230440","2561492","Complementar","76",8
"2021","12","230440","2561492","Clínico","35",1
"2021","12","230440","2561492","Cirúrgico","03",6
"2021","12","230440","2561492","Cirúrgico","01",6
"2021","12","230440","2561492","Cirúrgico","02",4
"2021","05","230440","2481286","Obstétrico","43",74
"2021","05","230440","2481286","Complementar","92",30
"2021","05","230440","2481286","Complementar","93",5
"2021","05","230440","2481286","Complementar","75",7
"2021","05","230440","2481286","Cirúrgico","06",18
"2021","05","230440","2481286","Cirúrgico","03",3
"2021","05","230440","2481286","Clínico","33",2
"2021","05","230440","2481286","Obstétrico","10",30
"2021","05","230440","2481286","Complementar","81",21
"2021","05","230440","2481286","Pediátrico","45",6
"2021","05","230440","2481286","Complementar","66",2
"2021","05","230440","2481286","Clínico","41",56
"2021","05","230440","2561492","Complementar","51",6
"2021","05","230440","2561492","Cirúrgico","67",20
"2021","05","230440","2561492","Pediátrico","68",5
"2021","05","230440","2561492","Complementar","75",7
"2021","05","230440","2561492","Complementar","76",8
"2021","05","230440","2561492","Clínico","35",1
"2021","05","230440","2561492","Clínico","36",2
"2021","05","230440","2561492","Clínico","38",17
"2021","05","230440","2561492","Clínico","40",7
"2021","05","230440","2561492","Clínico","42",5
"2021","05","230440","2561492","Outras Especialidades","47",2
"2021","05","230440","2561492","Cirúrgico","13",4
"2021","05","230440","2561492","Cirúrgico","12",2
"2021","05","230440","2561492","Outras Especialidades","34",20
"2021","05","230440","2561492","Clínico","33",15
"2021","05","230440","2561492","Clínico","32",16
"2021","05","230440","2561492","Cirúrgico","16",1
"2021","05","230440","2561492","Cirúrgico","15",3
"2021","05","230440","2561492","Clínico","46",5
"2021","05","230440","2561492","Pediátrico","45",15
"2021","05","230440","2561492","Cirúrgico","08",4
"2021","05","230440","2561492","Complementar","96",4
"2021","05","230440","2561492","Cirúrgico","14",5
"2021","05","230440","2561492","Cirúrgico","01",6
"2021","05","230440","2561492","Cirúrgico","03",6
"2021","05","230440","2561492","Cirúrgico","02",4
"2021","05","230440","2561492","Cirúrgico","05",13
"2022","03","230440","2481286","Complementar","81",21
"2022","03","230440","2481286","Complementar","92",30
"2022","03","230440","2481286","Complementar","93",5
"2022","03","230440","2481286","Obstétrico","43",74
"2022","03","230440","2481286","Pediátrico","45",6
"2022","03","230440","2481286","Complementar","66",2
"2022","03","230440","2481286","Complementar","75",7
"2022","03","230440","2481286","Clínico","41",56
"2022","03","230440","2481286","Obstétrico","10",30
"2022","03","230440","2481286","Cirúrgico","03",3
"2022","03","230440","2481286","Cirúrgico","06",18
"2022","03","230440","2481286","Clínico","33",2
"2022","03","230440","2561492","Cirúrgico","01",6
"2022","03","230440","2561492","Cirúrgico","02",4
"2022","03","230440","2561492","Clínico","46",5
"2022","03","230440","2561492","Cirúrgico","13",4
"2022","03","230440","2561492","Cirúrgico","03",6
"2022","03","230440","2561492","Pediátrico","45",15
"2022","03","230440","2561492","Clínico","42",5
"2022","03","230440","2561492","Clínico","40",7
"2022","03","230440","2561492","Clínico","38",17
"2022","03","230440","2561492","Clínico","36",2
"2022","03","230440","2561492","Complementar","76",8
"2022","03","230440","2561492","Cirúrgico","14",5
"2022","03","230440","2561492","Cirúrgico","15",3
"2022","03","230440","2561492","Outras Especialidades","47",2
"2022","03","230440","2561492","Cirúrgico","08",4
"2022","03","230440","2561492","Cirúrgico","16",1
"2022","03","230440","2561492","Clínico","32",16
"2022","03","230440","2561492","Clínico","33",15
"2022","03","230440","2561492","Cirúrgico","05",13
"2022","03","230440","2561492","Outras Especialidades","34",20
"2022","03","230440","2561492","Clínico","35",1
"2022","03","230440","2561492","Cirúrgico","12",2
"2022","03","230440","2561492","Cirúrgico","67",20
"2022","03","230440","2561492","Pediátrico","68",5
"2022","03","230440","2561492","Complementar","75",7
"2021","04","230440","2481286","Cirúrgico","03",3
"2021","04","230440","2481286","Cirúrgico","06",18
"2021","04","230440","2481286","Complementar","93",5
"2021","04","230440","2481286","Complementar","81",21
"2021","04","230440","2481286","Complementar","92",30
"2021","04","230440","2481286","Clínico","41",56
"2021","04","230440","2481286","Pediátrico","45",6
"2021","04","230440","2481286","Obstétrico","43",74
"2021","04","230440","2481286","Complementar","75",7
"2021","04","230440","2481286","Complementar","66",2
"2021","04","230440","2481286","Obstétrico","10",30
"2021","04","230440","2481286","Clínico","33",2
"2021","04","230440","2561492","Cirúrgico","16",1
"2021","04","230440","2561492","Pediátrico","45",15
"2021","04","230440","2561492","Clínico","38",17
"2021","04","230440","2561492","Complementar","76",8
"2021","04","230440","2561492","Clínico","36",2
"2021","04","230440","2561492","Complementar","75",7
"2021","04","230440","2561492","Clínico","35",1
"2021","04","230440","2561492","Pediátrico","68",5
"2021","04","230440","2561492","Clínico","32",16
"2021","04","230440","2561492","Cirúrgico","02",4
"2021","04","230440","2561492","Outras Especialidades","47",2
"2021","04","230440","2561492","Cirúrgico","05",13
"2021","04","230440","2561492","Cirúrgico","03",6
"2021","04","230440","2561492","Cirúrgico","01",6
"2021","04","230440","2561492","Cirúrgico","08",4
"2021","04","230440","2561492","Cirúrgico","15",3
"2021","04","230440","2561492","Clínico","40",7
"2021","04","230440","2561492","Clínico","42",5
"2021","04","230440","2561492","Outras Especialidades","34",20
"2021","04","230440","2561492","Complementar","96",4
"2021","04","230440","2561492","Clínico","33",15
"2021","04","230440","2561492","Clínico","46",5
"2021","04","230440","2561492","Cirúrgico","12",2
"2021","04","230440","2561492","Complementar","51",6
"2021","04","230440","2561492","Cirúrgico","13",4
"2021","04","230440","2561492","Cirúrgico","67",20
"2021","04","230440","2561492","Cirúrgico","14",5
"2022","04","230440","2481286","Complementar","75",7
"2022","04","230440","2481286","Obstétrico","10",30
"2022","04","230440","2481286","Clínico","41",56
"2022","04","230440","2481286","Cirúrgico","03",3
"2022","04","230440","2481286","Complementar","92",30
"2022","04","230440","2481286","Pediátrico","45",6
"2022","04","230440","2481286","Complementar","66",2
"2022","04","230440","2481286","Clínico","33",2
"2022","04","230440","2481286","Obstétrico","43",74
"2022","04","230440","2481286","Cirúrgico","06",18
"2022","04","230440","2481286","Complementar","93",5
"2022","04","230440","2481286","Complementar","81",21
"2022","04","230440","2561492","Pediátrico","68",5
"2022","04","230440","2561492","Cirúrgico","67",20
"2022","04","230440","2561492","Cirúrgico","14",5
"2022","04","230440","2561492","Clínico","46",5
"2022","04","230440","2561492","Clínico","40",7
"2022","04","230440","2561492","Clínico","36",2
"2022","04","230440","2561492","Outras Especialidades","34",20
"2022","04","230440","2561492","Clínico","32",16
"2022","04","230440","2561492","Cirúrgico","16",1
"2022","04","230440","2561492","Cirúrgico","01",6
"2022","04","230440","2561492","Cirúrgico","03",6
"2022","04","230440","2561492","Cirúrgico","08",4
"2022","04","230440","2561492","Cirúrgico","13",4
"2022","04","230440","2561492","Cirúrgico","15",3
"2022","04","230440","2561492","Clínico","33",15
"2022","04","230440","2561492","Clínico","35",1
"2022","04","230440","2561492","Clínico","38",17
"2022","04","230440","2561492","Clínico","42",5
"2022","04","230440","2561492","Pediátrico","45",15
"2022","04","230440","2561492","Outras Especialidades","47",2
"2022","04","230440","2561492","Complementar","76",8
"2022","04","230440","2561492","Cirúrgico","02",4
"2022","04","230440","2561492","Cirúrgico","05",13
"2022","04","230440","2561492","Cirúrgico","12",2
"2022","04","230440","2561492","Complementar","75",7
"2021","03","230440","2481286","Clínico","33",2
"2021","03","230440","2481286","Cirúrgico","06",18
"2021","03","230440","2481286","Obstétrico","43",74
"2021","03","230440","2481286","Complementar","92",30
"2021","03","230440","2481286","Complementar","66",2
"2021","03","230440","2481286","Complementar","75",7
"2021","03","230440","2481286","Complementar","81",21
"2021","03","230440","2481286","Cirúrgico","03",3
"2021","03","230440","2481286","Clínico","41",56
"2021","03","230440","2481286","Obstétrico","10",30
"2021","03","230440","2481286","Complementar","93",5
"2021","03","230440","2481286","Pediátrico","45",6
"2021","03","230440","2561492","Outras Especialidades","47",2
"2021","03","230440","2561492","Pediátrico","45",15
"2021","03","230440","2561492","Clínico","42",5
"2021","03","230440","2561492","Clínico","38",17
"2021","03","230440","2561492","Clínico","35",1
"2021","03","230440","2561492","Complementar","51",6
"2021","03","230440","2561492","Cirúrgico","12",2
"2021","03","230440","2561492","Cirúrgico","08",4
"2021","03","230440","2561492","Cirúrgico","03",6
"2021","03","230440","2561492","Cirúrgico","01",6
"2021","03","230440","2561492","Clínico","33",19
"2021","03","230440","2561492","Cirúrgico","15",3
"2021","03","230440","2561492","Complementar","76",8
"2021","03","230440","2561492","Cirúrgico","67",20
"2021","03","230440","2561492","Clínico","46",5
"2021","03","230440","2561492","Complementar","75",7
"2021","03","230440","2561492","Cirúrgico","02",4
"2021","03","230440","2561492","Cirúrgico","05",13
"2021","03","230440","2561492","Cirúrgico","13",4
"2021","03","230440","2561492","Pediátrico","68",5
"2021","03","230440","2561492","Cirúrgico","14",5
"2021","03","230440","2561492","Cirúrgico","16",1
"2021","03","230440","2561492","Clínico","32",16
"2021","03","230440","2561492","Outras Especialidades","34",20
"2021","03","230440","2561492","Clínico","36",2
"2021","03","230440","2561492","Clínico","40",7
"2022","05","230440","2481286","Obstétrico","10",30
"2022","05","230440","2481286","Cirúrgico","06",18
"2022","05","230440","2481286","Cirúrgico","03",3
"2022","05","230440","2481286","Clínico","41",56
"2022","05","230440","2481286","Clínico","33",2
"2022","05","230440","2481286","Complementar","66",2
"2022","05","230440","2481286","Complementar","93",5
"2022","05","230440","2481286","Obstétrico","43",74
"2022","05","230440","2481286","Pediátrico","45",6
"2022","05","230440","2481286","Complementar","75",7
"2022","05","230440","2481286","Complementar","81",21
"2022","05","230440","2481286","Complementar","92",30
"2022","05","230440","2561492","Cirúrgico","67",20
"2022","05","230440","2561492","Pediátrico","68",5
"2022","05","230440","2561492","Complementar","75",7
"2022","05","230440","2561492","Complementar","76",8
"2022","05","230440","2561492","Clínico","33",15
"2022","05","230440","2561492","Outras Especialidades","34",20
"2022","05","230440","2561492","Clínico","35",1
"2022","05","230440","2561492","Clínico","36",2
"2022","05","230440","2561492","Clínico","38",17
"2022","05","230440","2561492","Cirúrgico","02",4
"2022","05","230440","2561492","Outras Especialidades","47",2
"2022","05","230440","2561492","Clínico","46",5
"2022","05","230440","2561492","Pediátrico","45",15
"2022","05","230440","2561492","Clínico","42",5
"2022","05","230440","2561492","Cirúrgico","12",2
"2022","05","230440","2561492","Clínico","32",16
"2022","05","230440","2561492","Cirúrgico","16",1
"2022","05","230440","2561492","Cirúrgico","15",3
"2022","05","230440","2561492","Cirúrgico","14",5
"2022","05","230440","2561492","Cirúrgico","13",4
"2022","05","230440","2561492","Cirúrgico","05",13
"2022","05","230440","2561492","Clínico","40",7
"2022","05","230440","2561492","Cirúrgico","03",6
"2022","05","230440","2561492","Cirúrgico","08",4
"2022","05","230440","2561492","Cirúrgico","01",6
"2020","03","261110","6042414","Cirúrgico","03",15
"2020","03","261110","6042414","Clínico","33",35
"2020","03","261110","6042414","Outras Especialidades","34",8
"2020","03","261110","6042414","Complementar","75",21
"2020","03","261110","6042414","Cirúrgico","13",46
"2020","03","261110","6042414","Cirúrgico","09",21
"2020","03","261110","6042414","Cirúrgico","01",4
"2020","03","261160","0000396","Complementar","92",5
"2020","03","261160","0000396","Clínico","35",3
"2020","03","261160","0000396","Clínico","31",12
"2020","03","261160","0000396","Cirúrgico","15",2
"2020","03","261160","0000396","Cirúrgico","13",16
"2020","03","261160","0000396","Cirúrgico","11",2
"2020","03","261160","0000396","Cirúrgico","09",4
"2020","03","261160","0000396","Cirúrgico","05",8
"2020","03","261160","0000396","Cirúrgico","02",12
"2020","03","261160","0000396","Clínico","38",6
"2020","03","261160","0000396","Clínico","40",12
"2020","03","261160","0000396","Clínico","42",10
"2020","03","261160","0000396","Outras Especialidades","49",1
"2020","03","261160","0000396","Complementar","66",2
"2020","03","261160","0000396","Cirúrgico","67",8
"2020","03","261160","0000396","Cirúrgico","03",33
"2020","03","261160","0000396","Cirúrgico","06",12
"2020","03","261160","0000396","Cirúrgico","08",12
"2020","03","261160","0000396","Obstétrico","10",21
"2020","03","261160","0000396","Cirúrgico","14",4
"2020","03","261160","0000396","Cirúrgico","16",2
"2020","03","261160","0000396","Pediátrico","68",10
"2020","03","261160","0000396","Complementar","76",10
"2020","03","261160","0000396","Clínico","44",14
"2020","03","261160","0000396","Obstétrico","43",9
"2020","03","261160","0000396","Pediátrico","45",28
"2020","03","261160","0000396","Outras Especialidades","47",12
"2020","03","261160","0000396","Complementar","51",18
"2020","03","261160","0000396","Cirúrgico","12",2
"2020","03","261160","0000396","Clínico","36",4
"2020","03","261160","0000396","Clínico","46",4
"2020","03","261160","0000396","Complementar","93",5
"2020","03","261160","0000396","Cirúrgico","01",1
"2020","03","261160","0000396","Complementar","81",10
"2020","03","261160","0000396","Clínico","32",12
"2020","03","261160","0000396","Clínico","33",42
"2020","02","261110","6042414","Cirúrgico","01",4
"2020","02","261110","6042414","Cirúrgico","03",15
"2020","02","261110","6042414","Cirúrgico","09",21
"2020","02","261110","6042414","Cirúrgico","13",46
"2020","02","261110","6042414","Clínico","33",35
"2020","02","261110","6042414","Outras Especialidades","34",8
"2020","02","261110","6042414","Complementar","75",21
"2020","02","261160","0000396","Cirúrgico","02",12
"2020","02","261160","0000396","Clínico","36",4
"2020","02","261160","0000396","Cirúrgico","01",1
"2020","02","261160","0000396","Cirúrgico","08",12
"2020","02","261160","0000396","Cirúrgico","05",8
"2020","02","261160","0000396","Cirúrgico","15",2
"2020","02","261160","0000396","Cirúrgico","16",2
"2020","02","261160","0000396","Clínico","31",12
"2020","02","261160","0000396","Cirúrgico","09",4
"2020","02","261160","0000396","Obstétrico","10",21
"2020","02","261160","0000396","Cirúrgico","11",2
"2020","02","261160","0000396","Cirúrgico","06",12
"2020","02","261160","0000396","Clínico","38",6
"2020","02","261160","0000396","Clínico","40",12
"2020","02","261160","0000396","Clínico","42",10
"2020","02","261160","0000396","Obstétrico","43",9
"2020","02","261160","0000396","Clínico","44",14
"2020","02","261160","0000396","Pediátrico","45",28
"2020","02","261160","0000396","Clínico","46",4
"2020","02","261160","0000396","Cirúrgico","12",2
"2020","02","261160","0000396","Cirúrgico","13",16
"2020","02","261160","0000396","Cirúrgico","14",4
"2020","02","261160","0000396","Outras Especialidades","47",12
"2020","02","261160","0000396","Outras Especialidades","49",1
"2020","02","261160","0000396","Complementar","66",2
"2020","02","261160","0000396","Cirúrgico","67",8
"2020","02","261160","0000396","Pediátrico","68",10
"2020","02","261160","0000396","Complementar","76",10
"2020","02","261160","0000396","Complementar","81",10
"2020","02","261160","0000396","Complementar","92",5
"2020","02","261160","0000396","Complementar","93",5
"2020","02","261160","0000396","Clínico","32",12
"2020","02","261160","0000396","Clínico","33",42
"2020","02","261160","0000396","Clínico","35",3
"2020","02","261160","0000396","Cirúrgico","03",33
"2022","08","230440","2481286","Cirúrgico","06",18
"2022","08","230440","2481286","Cirúrgico","03",3
"2022","08","230440","2481286","Clínico","33",2
"2022","08","230440","2481286","Obstétrico","10",30
"2022","08","230440","2481286","Pediátrico","45",6
"2022","08","230440","2481286","Obstétrico","43",74
"2022","08","230440","2481286","Clínico","41",56
"2022","08","230440","2481286","Complementar","93",5
"2022","08","230440","2481286","Complementar","92",30
"2022","08","230440","2481286","Complementar","81",21
"2022","08","230440","2481286","Complementar","75",7
"2022","08","230440","2481286","Complementar","66",2
"2022","08","230440","2561492","Cirúrgico","14",5
"2022","08","230440","2561492","Cirúrgico","15",3
"2022","08","230440","2561492","Cirúrgico","16",1
"2022","08","230440","2561492","Cirúrgico","08",4
"2022","08","230440","2561492","Cirúrgico","01",6
"2022","08","230440","2561492","Cirúrgico","12",2
"2022","08","230440","2561492","Cirúrgico","05",13
"2022","08","230440","2561492","Cirúrgico","02",4
"2022","08","230440","2561492","Cirúrgico","03",6
"2022","08","230440","2561492","Clínico","40",7
"2022","08","230440","2561492","Clínico","42",5
"2022","08","230440","2561492","Pediátrico","45",15
"2022","08","230440","2561492","Clínico","46",5
"2022","08","230440","2561492","Outras Especialidades","47",2
"2022","08","230440","2561492","Cirúrgico","67",20
"2022","08","230440","2561492","Pediátrico","68",5
"2022","08","230440","2561492","Complementar","75",7
"2022","08","230440","2561492","Complementar","76",8
"2022","08","230440","2561492","Clínico","32",16
"2022","08","230440","2561492","Clínico","33",19
"2022","08","230440","2561492","Outras Especialidades","34",20
"2022","08","230440","2561492","Clínico","35",1
"2022","08","230440","2561492","Clínico","36",2
"2022","08","230440","2561492","Clínico","38",17
"2022","08","230440","2561492","Cirúrgico","13",4
"2023","09","230440","2481286","Complementar","81",21
"2023","09","230440","2481286","Complementar","75",5
"2023","09","230440","2481286","Complementar","66",2
"2023","09","230440","2481286","Pediátrico","45",6
"2023","09","230440","2481286","Cirúrgico","03",3
"2023","09","230440","2481286","Clínico","33",2
"2023","09","230440","2481286","Complementar","92",30
"2023","09","230440","2481286","Cirúrgico","06",18
"2023","09","230440","2481286","Complementar","93",5
"2023","09","230440","2481286","Obstétrico","10",30
"2023","09","230440","2481286","Obstétrico","43",74
"2023","09","230440","2561492","Clínico","32",16
"2023","09","230440","2561492","Cirúrgico","03",6
"2023","09","230440","2561492","Cirúrgico","08",4
"2023","09","230440","2561492","Cirúrgico","16",1
"2023","09","230440","2561492","Cirúrgico","15",3
"2023","09","230440","2561492","Pediátrico","45",15
"2023","09","230440","2561492","Cirúrgico","14",5
"2023","09","230440","2561492","Outras Especialidades","34",20
"2023","09","230440","2561492","Clínico","33",19
"2023","09","230440","2561492","Complementar","76",8
"2023","09","230440","2561492","Complementar","75",7
"2023","09","230440","2561492","Pediátrico","68",5
"2023","09","230440","2561492","Cirúrgico","67",20
"2023","09","230440","2561492","Outras Especialidades","47",2
"2023","09","230440","2561492","Clínico","46",5
"2023","09","230440","2561492","Cirúrgico","05",13
"2023","09","230440","2561492","Cirúrgico","13",4
"2023","09","230440","2561492","Clínico","42",5
"2023","09","230440","2561492","Cirúrgico","12",2
"2023","09","230440","2561492","Clínico","40",7
"2023","09","230440","2561492","Cirúrgico","02",4
"2023","09","230440","2561492","Clínico","38",17
"2023","09","230440","2561492","Clínico","36",2
"2023","09","230440","2561492","Clínico","35",1
"2023","09","230440","2561492","Cirúrgico","01",6
"2020","09","230440","2481286","Cirúrgico","06",18
"2020","09","230440","2481286","Clínico","33",2
"2020","09","230440","2481286","Obstétrico","10",30
"2020","09","230440","2481286","Complementar","92",30
"2020","09","230440","2481286","Clínico","41",56
"2020","09","230440","2481286","Cirúrgico","03",3
"2020","09","230440","2481286","Complementar","81",21
"2020","09","230440","2481286","Pediátrico","45",6
"2020","09","230440","2481286","Obstétrico","43",74
"2020","09","230440","2481286","Complementar","93",5
"2020","09","230440","2481286","Complementar","75",7
"2020","09","230440","2481286","Complementar","66",2
"2020","09","230440","2561492","Cirúrgico","03",6
"2020","09","230440","2561492","Cirúrgico","08",4
"2020","09","230440","2561492","Cirúrgico","13",4
"2020","09","230440","2561492","Complementar","76",8
"2020","09","230440","2561492","Cirúrgico","14",5
"2020","09","230440","2561492","Cirúrgico","16",1
"2020","09","230440","2561492","Clínico","32",16
"2020","09","230440","2561492","Outras Especialidades","34",20
"2020","09","230440","2561492","Clínico","36",2
"2020","09","230440","2561492","Clínico","40",7
"2020","09","230440","2561492","Clínico","46",5
"2020","09","230440","2561492","Complementar","75",7
"2020","09","230440","2561492","Cirúrgico","67",20
"2020","09","230440","2561492","Pediátrico","68",5
"2020","09","230440","2561492","Cirúrgico","15",3
"2020","09","230440","2561492","Clínico","33",19
"2020","09","230440","2561492","Clínico","35",1
"2020","09","230440","2561492","Clínico","38",17
"2020","09","230440","2561492","Clínico","42",5
"2020","09","230440","2561492","Pediátrico","45",15
"2020","09","230440","2561492","Outras Especialidades","47",2
"2020","09","230440","2561492","Cirúrgico","02",4
"2020","09","230440","2561492","Cirúrgico","05",13
"2020","09","230440","2561492","Cirúrgico","12",2
"2020","09","230440","2561492","Complementar","51",6
"2020","09","230440","2561492","Cirúrgico","01",6
"2023","08","230440","2481286","Clínico","33",2
"2023","08","230440","2481286","Pediátrico","45",6
"2023","08","230440","2481286","Obstétrico","43",74
"2023","08","230440","2481286","Complementar","93",5
"2023","08","230440","2481286","Complementar","92",30
"2023","08","230440","2481286","Cirúrgico","06",18
"2023","08","230440","2481286","Complementar","75",5
"2023","08","230440","2481286","Cirúrgico","03",3
"2023","08","230440","2481286","Obstétrico","10",30
"2023","08","230440","2481286","Complementar","66",2
"2023","08","230440","2481286","Complementar","81",21
"2023","08","230440","2561492","Cirúrgico","12",2
"2023","08","230440","2561492","Cirúrgico","13",4
"2023","08","230440","2561492","Pediátrico","45",15
"2023","08","230440","2561492","Clínico","46",5
"2023","08","230440","2561492","Outras Especialidades","47",2
"2023","08","230440","2561492","Cirúrgico","67",20
"2023","08","230440","2561492","Cirúrgico","16",1
"2023","08","230440","2561492","Cirúrgico","15",3
"2023","08","230440","2561492","Clínico","42",5
"2023","08","230440","2561492","Clínico","40",7
"2023","08","230440","2561492","Clínico","32",16
"2023","08","230440","2561492","Clínico","33",19
"2023","08","230440","2561492","Cirúrgico","05",13
"2023","08","230440","2561492","Cirúrgico","08",4
"2023","08","230440","2561492","Cirúrgico","14",5
"2023","08","230440","2561492","Outras Especialidades","34",20
"2023","08","230440","2561492","Cirúrgico","01",6
"2023","08","230440","2561492","Clínico","35",1
"2023","08","230440","2561492","Cirúrgico","02",4
"2023","08","230440","2561492","Clínico","36",2
"2023","08","230440","2561492","Cirúrgico","03",6
"2023","08","230440","2561492","Clínico","38",17
"2023","08","230440","2561492","Pediátrico","68",5
"2023","08","230440","2561492","Complementar","76",8
"2023","08","230440","2561492","Complementar","75",7
"2022","12","230440","2481286","Complementar","75",7
"2022","12","230440","2481286","Cirúrgico","03",3
"2022","12","230440","2481286","Clínico","41",56
"2022","12","230440","2481286","Obstétrico","10",30
"2022","12","230440","2481286","Cirúrgico","06",18
"2022","12","230440","2481286","Obstétrico","43",74
"2022","12","230440","2481286","Complementar","93",5
"2022","12","230440","2481286","Complementar","66",2
"2022","12","230440","2481286","Clínico","33",2
"2022","12","230440","2481286","Pediátrico","45",6
"2022","12","230440","2481286","Complementar","81",21
"2022","12","230440","2481286","Complementar","92",30
"2022","12","230440","2561492","Clínico","36",2
"2022","12","230440","2561492","Clínico","40",7
"2022","12","230440","2561492","Clínico","46",5
"2022","12","230440","2561492","Complementar","76",8
"2022","12","230440","2561492","Cirúrgico","02",4
"2022","12","230440","2561492","Cirúrgico","05",13
"2022","12","230440","2561492","Cirúrgico","12",2
"2022","12","230440","2561492","Complementar","75",7
"2022","12","230440","2561492","Clínico","38",17
"2022","12","230440","2561492","Clínico","42",5
"2022","12","230440","2561492","Pediátrico","45",15
"2022","12","230440","2561492","Outras Especialidades","47",2
"2022","12","230440","2561492","Cirúrgico","01",6
"2022","12","230440","2561492","Cirúrgico","03",6
"2022","12","230440","2561492","Cirúrgico","08",4
"2022","12","230440","2561492","Cirúrgico","13",4
"2022","12","230440","2561492","Pediátrico","68",5
"2022","12","230440","2561492","Cirúrgico","67",20
"2022","12","230440","2561492","Cirúrgico","15",3
"2022","12","230440","2561492","Clínico","33",19
"2022","12","230440","2561492","Clínico","35",1
"2022","12","230440","2561492","Cirúrgico","14",5
"2022","12","230440","2561492","Cirúrgico","16",1
"2022","12","230440","2561492","Clínico","32",16
"2022","12","230440","2561492","Outras Especialidades","34",20
"2021","02","230440","2481286","Clínico","33",2
"2021","02","230440","2481286","Obstétrico","10",30
"2021","02","230440","2481286","Obstétrico","43",74
"2021","02","230440","2481286","Clínico","41",56
"2021","02","230440","2481286","Complementar","81",21
"2021","02","230440","2481286","Pediátrico","45",6
"2021","02","230440","2481286","Complementar","66",2
"2021","02","230440","2481286","Complementar","75",7
"2021","02","230440","2481286","Complementar","93",5
"2021","02","230440","2481286","Complementar","92",30
"2021","02","230440","2481286","Cirúrgico","03",3
"2021","02","230440","2481286","Cirúrgico","06",18
"2021","02","230440","2561492","Outras Especialidades","34",20
"2021","02","230440","2561492","Clínico","35",1
"2021","02","230440","2561492","Clínico","36",2
"2021","02","230440","2561492","Clínico","38",17
"2021","02","230440","2561492","Clínico","40",7
"2021","02","230440","2561492","Clínico","42",5
"2021","02","230440","2561492","Cirúrgico","13",4
"2021","02","230440","2561492","Cirúrgico","14",5
"2021","02","230440","2561492","Cirúrgico","15",3
"2021","02","230440","2561492","Cirúrgico","01",6
"2021","02","230440","2561492","Cirúrgico","16",1
"2021","02","230440","2561492","Cirúrgico","12",2
"2021","02","230440","2561492","Cirúrgico","05",13
